last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,in_office
Whaley,Kellian,Van Rensalear,,,,1821-05-06,M,rep,WV,3,,Unconditional Unionist,,,,,,,,,,W000318,,,,,,411480,,,,9973,Kellian Whaley,False
Willey,Waitman,Thomas,,,,1811-10-18,M,sen,WV,,2,Republican,,,,,,,,,,W000484,,,,,,411641,,,,10129,Waitman T. Willey,False
Williams,George,Henry,,,,1823-03-26,M,sen,OR,,2,Republican,,,,,,,,,,W000498,,,,,,411655,,,,10143,George Henry Williams,False
Winfield,Charles,Henry,,,,1822-04-22,M,rep,NY,11,,Democrat,,,,,,,,,,W000630,,,,,,411784,,,,10269,Charles H. Winfield,False
Wright,Edwin,Ruthvin Vincent,,,,1812-01-02,M,rep,NJ,5,,Democrat,,,,,,,,,,W000758,,,,,,411907,,,,10386,Edwin R. V. Wright,False
Yates,Richard,,,,,1815-01-18,M,sen,IL,,2,Republican,,,,,,,,,,Y000012,,,,,,411945,,,,10419,"Richard Yates (politician, born 1815)",False
Cattell,Alexander,Gilmore,,,,1816-02-12,M,sen,NJ,,2,Republican,,,,,,,,,,C000254,,,,,,402398,,,,1602,Alexander G. Cattell,False
Fogg,George,Gilman,,,,1813-05-26,M,sen,NH,,3,Republican,,,,,,,,,,F000234,,,,,,404189,,,,3247,George G. Fogg,False
Fowler,Joseph,Smith,,,,1820-08-31,M,sen,TN,,2,Republican,,,,,,,,,,F000324,,,,,,404273,,,,3326,Joseph S. Fowler,False
Patterson,David,Trotter,,,,1818-02-28,M,sen,TN,,1,Democrat,,,,,,,,,,P000110,,,,,,408518,,,,7237,David T. Patterson,False
Ross,Edmund,Gibson,,,,1826-12-07,M,sen,KS,,2,Republican,,,,,,,,,,R000445,,,,,,409409,,,,8067,Edmund G. Ross,False
Anderson,George,Washington,,,,1832-05-22,M,rep,MO,9,,Republican,,,,,,,,,,A000188,,,,,,400843,,,,167,George Washington Anderson,False
Ashley,Delos,Rodeyn,,,,1828-02-19,M,rep,NV,0,,Republican,,,,,,,,,,A000312,,,,,,400956,,,,264,Delos R. Ashley,False
Ashley,James,Mitchell,,,,1824-11-14,M,rep,OH,10,,Republican,,,,,,,,,,A000314,,,,,,400958,,,,266,James Mitchell Ashley,False
Baldwin,John,Denison,,,,1809-09-28,M,rep,MA,8,,Republican,,,,,,,,,,B000091,,,,,,401093,,,,386,John Denison Baldwin,False
Barnes,Demas,,,,,1827-04-04,M,rep,NY,2,,Democrat,,,,,,,,,,B000156,,,,,,401158,,,,446,Demas Barnes,False
Bashford,Coles,,,,,1816-01-24,M,rep,AZ,0,,Independent,,,,,,,,,,B000219,,,,,,401216,,,,,Coles Bashford,False
Bayard,James,Asheton,Jr.,,,1799-11-15,M,sen,DE,,1,Democrat,,,,,,,,,,B000248,,,,,,401242,,,,525,James A. Bayard Jr.,False
Blackburn,William,Jasper,,,,1820-07-24,M,rep,LA,5,,Republican,,,,,,,,,,B000510,,,,,,401489,,,,753,W. Jasper Blackburn,False
Boyden,Nathaniel,,,,,1796-08-16,M,rep,NC,6,,Conservative,,,,,,,,,,B000722,,,,,,401682,,,,934,Nathaniel Boyden,False
Boyer,Benjamin,Markley,,,,1823-01-22,M,rep,PA,6,,Democrat,,,,,,,,,,B000723,,,,,,401683,,,,935,Benjamin Markley Boyer,False
Bromwell,Henry,Pelham Holmes,,,,1823-08-26,M,rep,IL,7,,Republican,,,,,,,,,,B000865,,,,,,401822,,,,1064,Henry P. H. Bromwell,False
Broomall,John,Martin,,,,1816-01-19,M,rep,PA,7,,Republican,,,,,,,,,,B000889,,,,,,401846,,,,1086,John Martin Broomall,False
Buckland,Ralph,Pomeroy,,,,1812-01-20,M,rep,OH,9,,Republican,,,,,,,,,,B001022,,,,,,401972,,,,1203,Ralph Pomeroy Buckland,False
Burleigh,Walter,Atwood,,,,1820-10-25,M,rep,DK,-1,,Republican,,,,,,,,,,B001108,,,,,,402053,,,,,Walter A. Burleigh,False
Callis,John,Benton,,,,1828-01-03,M,rep,AL,5,,Republican,,,,,,,,,,C000057,,,,,,402216,,,,1428,John Benton Callis,False
Cary,Samuel,Fenton,,,,1814-02-18,M,rep,OH,2,,Ind. Republican,,,,,,,,,,C000216,,,,,,402362,,,,1565,Samuel Fenton Cary,False
Chanler,John,Winthrop,,,,1826-09-14,M,rep,NY,7,,Democrat,,,,,,,,,,C000302,,,,,,402444,,,,1645,John Winthrop Chanler,False
Clarke,Reader,Wright,,,,1812-05-18,M,rep,OH,6,,Republican,,,,,,,,,,C000468,,,,,,402606,,,,1798,Reader W. Clarke,False
Clever,Charles,P.,,,,1830-02-23,M,rep,NM,-1,,,,,,,,,,,,C000517,,,,,,402652,,,,,Charles P. Clever,False
Cole,Cornelius,,,,,1822-09-17,M,sen,CA,,3,Republican,,,,,,,,,,C000607,,,,,,402736,,,,1921,Cornelius Cole,False
Colfax,Schuyler,,,,,1823-03-23,M,rep,IN,9,,Republican,,,,,,,,,,C000626,,,,,,402755,,,,1938,Schuyler Colfax,False
Corbett,Henry,Winslow,,,,1827-02-18,M,sen,OR,,3,Republican,,,,,,,,,,C000771,,,,,,402891,,,,2064,Henry W. Corbett,False
Corley,Manuel,Simeon,,,,1823-02-10,M,rep,SC,3,,Republican,,,,,,,,,,C000778,,,,,,402898,,,,2069,Manuel S. Corley,False
Davis,Garrett,,,,,1801-09-10,M,sen,KY,,3,Democrat,,,,,,,,,,D000099,,,,,,403235,,,,2380,Garrett Davis,False
Delano,Columbus,,,,,1809-06-04,M,rep,OH,13,,Republican,,,,,,,,,,D000214,,,,,,403358,,,,2479,Columbus Delano,False
Denison,Charles,,,,,1818-01-23,M,rep,PA,12,,Democrat,,,,,,,,,,D000235,,,,,,403373,,,,2495,Charles Denison,False
Dodge,Grenville,Mellen,,,,1831-04-12,M,rep,IA,5,,Republican,,,,,,,,,,D000395,,,,,,403510,,,,2641,Grenville M. Dodge,False
Donnelly,Ignatius,,,,,1831-11-03,M,rep,MN,2,,Republican,,,,,,,,,,D000417,,,,,,403530,,,,2658,Ignatius L. Donnelly,False
Drake,Charles,Daniel,,,,1811-04-11,M,sen,MO,,3,Republican,,,,,,,,,,D000484,,,,,,403592,,,,2715,Charles D. Drake,False
Driggs,John,Fletcher,,,,1813-03-08,M,rep,MI,6,,Republican,,,,,,,,,,D000498,,,,,,403605,,,,2728,John F. Driggs,False
Eckley,Ephraim,Ralph,,,,1811-12-09,M,rep,OH,17,,Republican,,,,,,,,,,E000036,,,,,,403731,,,,2837,Ephraim R. Eckley,False
Eggleston,Benjamin,,,,,1816-01-03,M,rep,OH,1,,Republican,,,,,,,,,,E000090,,,,,,403783,,,,2882,Benjamin Eggleston,False
Eliot,Thomas,Dawes,,,,1808-03-20,M,rep,MA,1,,Republican,,,,,,,,,,E000106,,,,,,403797,,,,2895,Thomas D. Eliot,False
Elliott,James,Thomas,,,,1823-04-22,M,rep,AR,2,,Republican,,,,,,,,,,E000123,,,,,,403814,,,,2912,James T. Elliott,False
Fields,William,Craig,,,,1804-02-13,M,rep,NY,19,,Republican,,,,,,,,,,F000112,,,,,,404069,,,,3137,William C. Fields,False
Finney,Darwin,Asahel,,,,1814-08-11,M,rep,PA,20,,Republican,,,,,,,,,,F000136,,,,,,404091,,,,3157,Darwin Abel Finney,False
Flanders,Alvan,,,,,1825-08-02,M,rep,WA,-1,,Republican,,,,,,,,,,F000188,,,,,,404143,,,,,Alvan Flanders,False
French,John,Robert,,,,1819-05-28,M,rep,NC,1,,Republican,,,,,,,,,,F000378,,,,,,404323,,,,3370,John R. French,False
Glossbrenner,Adam,John,,,,1810-08-31,M,rep,PA,15,,Democrat,,,,,,,,,,G000242,,,,,,404604,,,,3633,Adam John Glossbrenner,False
Goss,James,Hamilton,,,,1820-08-09,M,rep,SC,4,,Republican,,,,,,,,,,G000335,,,,,,404692,,,,3717,James H. Goss,False
Gravely,Joseph,Jackson,,,,1828-09-25,M,rep,MO,4,,Republican,,,,,,,,,,G000389,,,,,,404739,,,,3758,Joseph J. Gravely,False
Griswold,John,Augustus,,,,1822-11-11,M,rep,NY,15,,Republican,,,,,,,,,,G000486,,,,,,404831,,,,3844,John Augustus Griswold,False
Grover,Asa,Porter,,,,1819-02-18,M,rep,KY,5,,Democrat,,,,,,,,,,G000503,,,,,,404848,,,,3860,Asa Grover,False
Hamilton,Cornelius,Springer,,,,1821-01-02,M,rep,OH,8,,Republican,,,,,,,,,,H000106,,,,,,404988,,,,3987,Cornelius S. Hamilton,False
Harding,Abner,Clark,,,,1807-02-10,M,rep,IL,4,,Republican,,,,,,,,,,H000188,,,,,,405069,,,,4056,Abner C. Harding,False
Harlan,James,,,,,1820-08-26,M,sen,IA,,3,Republican,,,,,,,,,,H000211,,,,,,405090,,,,4077,James Harlan (senator),False
Haughey,Thomas,,,,,,M,rep,AL,6,,Republican,,,,,,,,,,H000352,,,,,,405221,,,,4197,Thomas Haughey,False
Higby,William,,,,,1813-08-18,M,rep,CA,2,,Republican,,,,,,,,,,H000576,,,,,,405438,,,,4396,William Higby,False
Hinds,James,,,,,1833-12-05,M,rep,AR,2,,Republican,,,,,,,,,,H000631,,,,,,405488,,,,4443,James M. Hinds,False
Hise,Elijah,,,,,1802-07-04,M,rep,KY,3,,Democrat,,,,,,,,,,H000644,,,,,,405499,,,,4453,Elijah Hise,False
Holbrook,Edward,Dexter,,,,1836-05-06,M,rep,ID,-1,,Democrat,,,,,,,,,,H000710,,,,,,405563,,,,,Edward Dexter Holbrook,False
Hotchkiss,Julius,,,,,1810-07-11,M,rep,CT,2,,Democrat,,,,,,,,,,H000809,,,,,,405657,,,,4598,Julius Hotchkiss,False
Hubbard,Asahel,Wheeler,,,,1819-01-19,M,rep,IA,6,,Republican,,,,,,,,,,H000877,,,,,,405723,,,,4662,Asahel W. Hubbard,False
Hubbard,Chester,Dorman,,,,1814-11-25,M,rep,WV,1,,Republican,,,,,,,,,,H000879,,,,,,405725,,,,4663,Chester D. Hubbard,False
Hubbard,Richard,Dudley,,,,1818-09-07,M,rep,CT,1,,Democrat,,,,,,,,,,H000888,,,,,,405734,,,,4672,Richard D. Hubbard,False
Hulburd,Calvin,Tilden,,,,1809-06-05,M,rep,NY,17,,Republican,,,,,,,,,,H000936,,,,,,405781,,,,4713,Calvin T. Hulburd,False
Humphrey,James,Morgan,,,,1819-09-21,M,rep,NY,30,,Democrat,,,,,,,,,,H000955,,,,,,405799,,,,4730,James M. Humphrey,False
Kellogg,Francis,William,,,,1810-05-30,M,rep,AL,1,,Republican,,,,,,,,,,K000064,,,,,,406234,,,,5142,Francis William Kellogg,False
Kitchen,Bethuel,Middleton,,,,1812-03-21,M,rep,WV,2,,Republican,,,,,,,,,,K000247,,,,,,406406,,,,5304,Bethuel Kitchen,False
Koontz,William,Henry,,,,1830-07-15,M,rep,PA,16,,Republican,,,,,,,,,,K000311,,,,,,406465,,,,5356,William Henry Koontz,False
Lincoln,William,Slosson,,,,1813-08-13,M,rep,NY,26,,Republican,,,,,,,,,,L000317,,,,,,406811,,,,5670,William S. Lincoln,False
Loan,Benjamin,Franklin,,,,1819-10-04,M,rep,MO,7,,Republican,,,,,,,,,,L000384,,,,,,406876,,,,5729,Benjamin F. Loan,False
Mallory,Rufus,,,,,1831-01-10,M,rep,OR,1,,Republican,,,,,,,,,,M000083,,,,,,407110,,,,5941,Rufus Mallory,False
Mann,James,,,,,1822-06-22,M,rep,LA,2,,Democrat,,,,,,,,,,M000103,,,,,,407127,,,,5958,James Mann (1822–1868),False
Marquette,Turner,Mastin,,,,1831-07-19,M,rep,NE,-1,,Republican,,,,,,,,,,M000140,,,,,,407163,,,,5988,Turner M. Marquette,False
Marvin,James,Madison,,,,1809-02-27,M,rep,NY,18,,Republican,,,,,,,,,,M000210,,,,,,407229,,,,6048,James M. Marvin,False
McClurg,Joseph,Washington,,,,1818-02-22,M,rep,MO,5,,Republican,,,,,,,,,,M000347,,,,,,407356,,,,6163,Joseph W. McClurg,False
McCullough,Hiram,,,,,1813-09-26,M,rep,MD,1,,Democrat,,,,,,,,,,M000395,,,,,,407396,,,,6206,Hiram McCullough,False
McKee,Samuel,,,,,1833-11-05,M,rep,KY,9,,Republican,,,,,,,,,,M000497,,,,,,407492,,,,6291,Samuel McKee (1833),False
Miller,George,Funston,,,,1809-09-05,M,rep,PA,14,,Republican,,,,,,,,,,M000726,,,,,,407705,,,,6482,George Funston Miller,False
Moorhead,James,Kennedy,,,,1806-09-07,M,rep,PA,22,,Republican,,,,,,,,,,M000929,,,,,,407900,,,,6660,James K. Moorhead,False
Mullins,James,,,,,1807-09-15,M,rep,TN,4,,Republican,,,,,,,,,,M001073,,,,,,408039,,,,6791,James Mullins (American politician),False
Newcomb,Carman,Adam,,,,1830-07-01,M,rep,MO,2,,Republican,,,,,,,,,,N000065,,,,,,408153,,,,6893,Carman A. Newcomb,False
Nicholson,John,Anthony,,,,1827-11-17,M,rep,DE,0,,Democrat,,,,,,,,,,N000099,,,,,,408184,,,,6924,John A. Nicholson,False
Noell,Thomas,Estes,,,,1839-04-03,M,rep,MO,3,,Democrat,,,,,,,,,,N000123,,,,,,408207,,,,6946,Thomas E. Noell,False
Norris,Benjamin,White,,,,1819-01-22,M,rep,AL,3,,Republican,,,,,,,,,,N000138,,,,,,408222,,,,6959,Benjamin White Norris,False
Nye,James,Warren,,,,1815-06-10,M,sen,NV,,3,Republican,,,,,,,,,,N000177,,,,,,408257,,,,6992,James W. Nye,False
Patterson,James,Willis,,,,1823-07-02,M,sen,NH,,3,Republican,,,,,,,,,,P000120,,,,,,408528,,,,7246,James W. Patterson,False
Perham,Sidney,,,,,1819-03-27,M,rep,ME,2,,Republican,,,,,,,,,,P000226,,,,,,408629,,,,7340,Sidney Perham,False
Pettis,Solomon,Newton,,,,1827-10-10,M,rep,PA,20,,Republican,,,,,,,,,,P000274,,,,,,408674,,,,7380,Solomon Newton Pettis,False
Phelps,Charles,Edward,,,,1833-05-01,M,rep,MD,3,,Conservative,,,,,,,,,,P000292,,,,,,408692,,,,7397,Charles E. Phelps,False
Pierce,Charles,Wilson,,,,1823-10-07,M,rep,AL,4,,Republican,,,,,,,,,,P000332,,,,,,408729,,,,7434,Charles Wilson Pierce,False
Pike,Frederick,Augustus,,,,1816-12-09,M,rep,ME,5,,Republican,,,,,,,,,,P000346,,,,,,408743,,,,7448,Frederick A. Pike,False
Pile,William,Anderson,,,,1829-02-11,M,rep,MO,1,,Republican,,,,,,,,,,P000350,,,,,,408747,,,,7451,William A. Pile,False
Plants,Tobias,Avery,,,,1811-03-17,M,rep,OH,15,,Republican,,,,,,,,,,P000376,,,,,,408770,,,,7476,Tobias A. Plants,False
Polsley,Daniel,Haymond,,,,1803-11-28,M,rep,WV,3,,Republican,,,,,,,,,,P000418,,,,,,408811,,,,7515,Daniel Polsley,False
Pomeroy,Samuel,Clarke,,,,1816-01-03,M,sen,KS,,3,Republican,,,,,,,,,,P000423,,,,,,408814,,,,7518,Samuel C. Pomeroy,False
Pomeroy,Theodore,Medad,,,,1824-12-31,M,rep,NY,24,,Republican,,,,,,,,,,P000424,,,,,,408815,,,,7519,Theodore M. Pomeroy,False
Pruyn,John,Van Schaick Lansing,,,,1811-06-22,M,rep,NY,14,,Democrat,,,,,,,,,,P000554,,,,,,408938,,,,7639,John V. L. Pruyn,False
Raum,Green,Berry,,,,1829-12-03,M,rep,IL,13,,Republican,,,,,,,,,,R000071,,,,,,409051,,,,7744,Green Berry Raum,False
Robertson,William,Henry,,,,1823-10-10,M,rep,NY,10,,Republican,,,,,,,,,,R000328,,,,,,409299,,,,7968,William H. Robertson,False
Ross,Lewis,Winans,,,,1812-12-08,M,rep,IL,9,,Democrat,,,,,,,,,,R000451,,,,,,409415,,,,8073,Lewis W. Ross,False
Selye,Lewis,,,,,1803-07-11,M,rep,NY,28,,Ind. Republican,,,,,,,,,,S000237,,,,,,409741,,,,8358,Lewis Selye,False
Sitgreaves,Charles,,,,,1803-04-22,M,rep,NJ,3,,Democrat,,,,,,,,,,S000458,,,,,,409950,,,,8553,Charles Sitgreaves,False
Spalding,Rufus,Paine,,,,1798-05-03,M,rep,OH,18,,Republican,,,,,,,,,,S000697,,,,,,410168,,,,8760,Rufus P. Spalding,False
Stevens,Thaddeus,,,,,1792-04-04,M,rep,PA,9,,Republican,,,,,,,,,,S000887,,,,,,410349,,,,8917,Thaddeus Stevens,False
Stewart,Thomas,Elliott,,,,1824-09-22,M,rep,NY,6,,Conservative Republican,,,,,,,,,,S000920,,,,,,410380,,,,8946,Thomas E. Stewart,False
Stover,John,Hubler,,,,1833-04-24,M,rep,MO,5,,Republican,,,,,,,,,,S000983,,,,,,410442,,,,9004,John Hubler Stover,False
Taber,Stephen,,,,,1821-03-07,M,rep,NY,1,,Democrat,,,,,,,,,,T000002,,,,,,410592,,,,9145,Stephen Taber,False
Thayer,John,Milton,,,,1820-01-24,M,sen,NE,,2,Republican,,,,,,,,,,T000148,,,,,,410730,,,,9276,John Milton Thayer,False
Thomas,Francis,,,,,1799-02-03,M,rep,MD,4,,Republican,,,,,,,,,,T000166,,,,,,410747,,,,9292,Francis Thomas,False
Trimble,John,,,,,1812-02-07,M,rep,TN,5,,Republican,,,,,,,,,,T000374,,,,,,410943,,,,9474,John Trimble (politician),False
Trowbridge,Rowland,Ebenezer,,,,1821-06-18,M,rep,MI,5,,Republican,,,,,,,,,,T000385,,,,,,410954,,,,9485,Rowland E. Trowbridge,False
Trumbull,Lyman,,,,,1813-10-12,M,sen,IL,,3,Republican,,,,,,,,,,T000392,,,,,,410961,,,,9492,Lyman Trumbull,False
Upson,Charles,,,,,1821-03-19,M,rep,MI,2,,Republican,,,,,,,,,,U000027,,,,,,411050,,,,9572,Charles Upson,False
Van Horn,Burt,,,,,1823-10-28,M,rep,NY,29,,Republican,,,,,,,,,,V000040,,,,,,411085,,,,9616,Burt Van Horn,False
Vidal,Michel,,,,,1824-10-01,M,rep,LA,4,,Republican,,,,,,,,,,V000096,,,,,,411151,,,,9669,Michel Vidal,False
Washburn,Henry,Dana,,,,1832-03-28,M,rep,IN,7,,Republican,,,,,,,,,,W000172,,,,,,411345,,,,9850,Henry D. Washburn,False
Williams,Thomas,,,,,1806-08-28,M,rep,PA,23,,Republican,,,,,,,,,,W000538,,,,,,411693,,,,10179,Thomas Williams (Pennsylvania),False
Wilson,Stephen,Fowler,,,,1821-09-04,M,rep,PA,18,,Republican,,,,,,,,,,W000613,,,,,,411768,,,,10252,Stephen Fowler Wilson,False
Woodbridge,Frederick,Enoch,,,,1818-08-29,M,rep,VT,1,,Republican,,,,,,,,,,W000708,,,,,,411860,,,,10338,Frederick E. Woodbridge,False
Abbott,Joseph,Carter,,,,1825-07-15,M,sen,NC,,2,Republican,,,,,,,,,,A000006,,,,,,400669,,,,6,Joseph Carter Abbott,False
Harris,John,Spafford,,,,1825-12-18,M,sen,LA,,2,Republican,,,,,,,,,,H000246,,,,,,405124,,,,4107,John S. Harris,False
McDonald,Alexander,,,,,1832-04-10,M,sen,AR,,2,Republican,,,,,,,,,,M000408,,,,,,407408,,,,6216,Alexander McDonald (U.S. politician),False
Osborn,Thomas,Ward,,,,1833-03-09,M,sen,FL,,3,Republican,,,,,,,,,,O000109,,,,,,408365,,,,7090,Thomas W. Osborn,False
Pool,John,,,,,1826-06-16,M,sen,NC,,3,Republican,,,,,,,,,,P000427,,,,,,408818,,,,7521,John Pool,False
Rice,Benjamin,Franklin,,,,1828-05-26,M,sen,AR,,3,Republican,,,,,,,,,,R000195,,,,,,409171,,,,7851,Benjamin F. Rice,False
Sawyer,Frederick,Adolphus,,,,1822-12-12,M,sen,SC,,3,Republican,,,,,,,,,,S000086,,,,,,409598,,,,8235,Frederick A. Sawyer,False
Vickers,George,,,,,1801-11-19,M,sen,MD,,3,Democrat,,,,,,,,,,V000095,,,,,,411150,,,,9668,George Vickers,False
Warner,Willard,,,,,1826-09-04,M,sen,AL,,2,Republican,,,,,,,,,,W000159,,,,,,411332,,,,9837,Willard Warner,False
Welch,Adonijah,Strong,,,,1821-04-12,M,sen,FL,,1,Republican,,,,,,,,,,W000261,,,,,,411429,,,,9924,Adonijah Welch,False
Armstrong,William,Hepburn,,,,1824-09-07,M,rep,PA,18,,Republican,,,,,,,,,,A000285,,,,,,400926,,,,237,William Hepburn Armstrong,False
Arnell,Samuel,Mayes,,,,1833-05-03,M,rep,TN,6,,Republican,,,,,,,,,,A000286,,,,,,400928,,,,238,Samuel Mayes Arnell,False
Asper,Joel,Funk,,,,1822-04-20,M,rep,MO,7,,Republican,,,,,,,,,,A000320,,,,,,400966,,,,274,Joel Funk Asper,False
Atwood,David,,,,,1815-12-15,M,rep,WI,2,,Republican,,,,,,,,,,A000335,,,,,,400984,,,,289,David Atwood,False
Axtell,Samuel,Beach,,,,1819-10-14,M,rep,CA,1,,Democrat,,,,,,,,,,A000349,,,,,,401000,,,,304,Samuel Beach Axtell,False
Ayer,Richard,Small,,,,1829-10-09,M,rep,VA,1,,Republican,,,,,,,,,,A000351,,,,,,401002,,,,306,Richard S. Ayer,False
Bailey,Alexander,Hamilton,,,,1817-08-14,M,rep,NY,21,,Republican,,,,,,,,,,B000034,,,,,,401039,,,,338,Alexander H. Bailey,False
Beaman,Fernando,Cortez,,,,1814-06-28,M,rep,MI,1,,Republican,,,,,,,,,,B000275,,,,,,401269,,,,549,Fernando C. Beaman,False
Benjamin,John,Forbes,,,,1817-01-23,M,rep,MO,8,,Republican,,,,,,,,,,B000364,,,,,,401356,,,,626,John F. Benjamin,False
Bennett,David,Smith,,,,1811-05-03,M,rep,NY,30,,Republican,,,,,,,,,,B000373,,,,,,401365,,,,635,David S. Bennett,False
Benton,Jacob,,,,,1814-08-19,M,rep,NH,3,,Republican,,,,,,,,,,B000395,,,,,,401386,,,,655,Jacob Benton,False
Bethune,Marion,,,,,1816-04-08,M,rep,GA,3,,Republican,,,,,,,,,,B000424,,,,,,401410,,,,678,Marion Bethune,False
Booker,George,William,,,,1821-12-05,M,rep,VA,4,,Conservative,,,,,,,,,,B000627,,,,,,401592,,,,851,George Booker,False
Boreman,Arthur,Inghram,,,,1823-07-24,M,sen,WV,,1,Republican,,,,,,,,,,B000638,,,,,,401603,,,,862,Arthur I. Boreman,False
Bowen,Christopher,Columbus,,,,1832-01-05,M,rep,SC,2,,Republican,,,,,,,,,,B000681,,,,,,401643,,,,896,Christopher C. Bowen,False
Boyd,Sempronius,Hamilton,,,,1828-05-28,M,rep,MO,4,,Republican,,,,,,,,,,B000720,,,,,,401680,,,,932,Sempronius H. Boyd,False
Bradford,Allen,Alexander,,,,1815-07-23,M,rep,CO,-1,,Republican,,,,,,,,,,B000737,,,,,,401697,,,,,Allen Alexander Bradford,False
Brownlow,William,Gannaway,,,,1805-08-29,M,sen,TN,,1,Republican,,,,,,,,,,B000963,,,,,,401915,,,,1151,William Gannaway Brownlow,False
Buck,Alfred,Eliab,,,,1832-02-07,M,rep,AL,1,,Republican,,,,,,,,,,B001011,,,,,,401961,,,,1192,Alfred Eliab Buck,False
Buckingham,William,Alfred,,,,1804-05-28,M,sen,CT,,1,Republican,,,,,,,,,,B001021,,,,,,401971,,,,1202,William Alfred Buckingham,False
Burr,Albert,George,,,,1829-11-08,M,rep,IL,10,,Democrat,,,,,,,,,,B001134,,,,,,402078,,,,1303,Albert G. Burr,False
Cake,Henry,Lutz,,,,1827-10-06,M,rep,PA,10,,Republican,,,,,,,,,,C000024,,,,,,402185,,,,1398,Henry L. Cake,False
Calkin,Hervey,Chittenden,,,,1828-03-23,M,rep,NY,7,,Democrat,,,,,,,,,,C000047,,,,,,402208,,,,1421,Hervey C. Calkin,False
Casserly,Eugene,,,,,1820-11-13,M,sen,CA,,1,Democrat,,,,,,,,,,C000236,,,,,,402381,,,,1585,Eugene Casserly,False
Cavanaugh,James,Michael,,,,1823-07-04,M,rep,MT,-1,,Democrat,,,,,,,,,,C000260,,,,,,402404,,,,1608,James M. Cavanaugh,False
Chaves,José,Francisco,,,,1833-06-27,M,rep,NM,-1,,Republican,,,,,,,,,,C000337,,,,,,402477,,,,,José Francisco Chaves,False
Churchill,John,Charles,,,,1821-01-17,M,rep,NY,22,,Republican,,,,,,,,,,C000392,,,,,,402531,,,,1725,John C. Churchill,False
Clarke,Sidney,,,,,1831-10-16,M,rep,KS,1,,Republican,,,,,,,,,,C000470,,,,,,402608,,,,1800,Sidney Clarke,False
Cleveland,Orestes,,,,,1829-03-02,M,rep,NJ,5,,Democrat,,,,,,,,,,C000514,,,,,,402649,,,,1838,Orestes Cleveland,False
Clift,Joseph,Wales,,,,1837-09-30,M,rep,GA,1,,Republican,,,,,,,,,,C000519,,,,,,402654,,,,1842,Joseph W. Clift,False
Cobb,Amasa,,,,,1823-09-27,M,rep,WI,3,,Republican,,,,,,,,,,C000543,,,,,,402676,,,,1863,Amasa Cobb,False
Corker,Stephen,Alfestus,,,,1830-05-07,M,rep,GA,5,,Democrat,,,,,,,,,,C000776,,,,,,402896,,,,2067,Stephen A. Corker,False
Covode,John,,,,,1808-03-17,M,rep,PA,21,,Republican,,,,,,,,,,C000818,,,,,,402936,,,,2100,John Covode,False
Cowles,George,Washington,,,,1823-12-06,M,rep,NY,24,,Republican,,,,,,,,,,C000827,,,,,,402945,,,,2108,George W. Cowles,False
Davis,Noah,,,,,1818-09-10,M,rep,NY,28,,Republican,,,,,,,,,,D000126,,,,,,403261,,,,2403,Noah Davis,False
Degener,Edward,,,,,1809-10-20,M,rep,TX,4,,Republican,,,,,,,,,,D000195,,,,,,403351,,,,2464,Edward Degener,False
Deweese,John,Thomas,,,,1835-06-04,M,rep,NC,4,,Republican,,,,,,,,,,D000291,,,,,,403416,,,,2540,John T. Deweese,False
Dickinson,Edward,Fenwick,,,,1829-01-21,M,rep,OH,9,,Democrat,,,,,,,,,,D000320,,,,,,403440,,,,2572,Edward F. Dickinson,False
Dixon,Joseph,,,,,1828-04-09,M,rep,NC,2,,Republican,,,,,,,,,,D000370,,,,,,403487,,,,2618,Joseph Dixon (North Carolina),False
Dixon,Nathan,Fellows,,,,1812-05-01,M,rep,RI,2,,Republican,,,,,,,,,,D000375,,,,,,403492,,,,2623,Nathan F. Dixon II,False
Dockery,Oliver,Hart,,,,1830-08-12,M,rep,NC,3,,Republican,,,,,,,,,,D000386,,,,,,403502,,,,2633,Oliver H. Dockery,False
Donley,Joseph,Benton,,,,1838-10-10,M,rep,PA,24,,Republican,,,,,,,,,,D000412,,,,,,403525,,,,2654,Joseph Benton Donley,False
Duval,Isaac,Harding,,,,1824-09-01,M,rep,WV,1,,Republican,,,,,,,,,,D000576,,,,,,403679,,,,2794,Isaac H. Duval,False
Dyer,David,Patterson,,,,1838-02-12,M,rep,MO,9,,Republican,,,,,,,,,,D000589,,,,,,403692,,,,2805,David Patterson Dyer,False
Edwards,William,Posey,,,,1835-11-09,M,rep,GA,-1,,Republican,,,,,,,,,,E000085,,,,,,403778,,,,2877,William P. Edwards,False
Ela,Jacob,Hart,,,,1820-07-18,M,rep,NH,1,,Republican,,,,,,,,,,E000099,,,,,,403790,,,,2888,Jacob Hart Ela,False
Fenton,Reuben,Eaton,,,,1819-07-04,M,sen,NY,,1,Liberal Republican,,,,,,,,,,F000077,,,,,,404035,,,,3107,Reuben Fenton,False
Ferriss,Orange,,,,,1814-11-26,M,rep,NY,16,,Republican,,,,,,,,,,F000093,,,,,,404050,,,,3121,Orange Ferriss,False
